AnalysisID,Date,PlotKey,Location,Plot,SubPlot,Block,Rotation,Tillage,NitrateN,Depth,CropName,Year,Winter,Cover,winter
219212631,2019-01-14,25611,2,56,1,4,R5,D1,1.76,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212630,2019-01-14,25501,2,55,1,4,R5,H,0.98,-1 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212629,2019-01-14,25511,2,55,1,4,R5,H,8.15,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212628,2019-01-14,25401,2,54,1,4,R5,P,2.97,-1 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212627,2019-01-14,25411,2,54,1,4,R5,P,9.3,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212626,2019-01-14,25301,2,53,1,4,R5,D2,27.24,-1 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212625,2019-01-14,25311,2,53,1,4,R5,D2,8.44,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212624,2019-01-14,26410,2,64,10,4,R3,P,27.24,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212623,2019-01-14,26405,2,64,5,4,R3,P,36.74,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212606,2019-01-14,25405,2,54,5,4,R5,P,43.92,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212621,2019-01-14,26305,2,63,5,4,R3,D1,28.36,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212617,2019-01-14,26105,2,61,5,4,R3,H,30.51,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212544,2019-01-14,23210,2,32,10,2,R5,H,NA,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212618,2019-01-14,26110,2,61,10,4,R3,H,27.4,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212528,2019-01-14,22810,2,28,10,2,R4,D1,40.22,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212616,2019-01-14,25610,2,56,10,4,R5,D1,21.56,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212615,2019-01-14,25620,2,56,10,4,R5,D1,15.1,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212614,2019-01-14,25605,2,56,5,4,R5,D1,45.38,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212613,2019-01-14,25615,2,56,5,4,R5,D1,9.05,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212612,2019-01-14,25510,2,55,10,4,R5,H,NA,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212611,2019-01-14,25520,2,55,10,4,R5,H,NA,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212610,2019-01-14,25505,2,55,5,4,R5,H,NA,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212609,2019-01-14,25515,2,55,5,4,R5,H,NA,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212622,2019-01-14,26310,2,63,10,4,R3,D1,NA,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212538,2019-01-14,23105,2,31,5,2,R5,D1,NA,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212554,2019-01-14,23306,2,33,6,3,R3,D1,39.5,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212553,2019-01-14,23301,2,33,1,3,R3,D1,NA,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212552,2019-01-14,23201,2,32,1,2,R5,H,5.35,-1 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212551,2019-01-14,23211,2,32,1,2,R5,H,5.2,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212550,2019-01-14,23101,2,31,1,2,R5,D1,14.91,-1 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212549,2019-01-14,23111,2,31,1,2,R5,D1,10.06,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212548,2019-01-14,23001,2,30,1,2,R5,P,NA,-1 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212547,2019-01-14,23011,2,30,1,2,R5,P,12.23,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212545,2019-01-14,22911,2,29,1,2,R5,D2,13.76,-2 m,Startaar,2019,2018,Ref./Efterafg.,2018 - 2019
219212543,2019-01-14,23220,2,32,10,2,R5,H,NA,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212555,2019-01-14,23401,2,34,1,3,R3,H,NA,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212539,2019-01-14,23120,2,31,10,2,R5,D1,NA,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212542,2019-01-14,23205,2,32,5,2,R5,H,NA,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212537,2019-01-14,23115,2,31,5,2,R5,D1,15.99,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212536,2019-01-14,23010,2,30,10,2,R5,P,58.42,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212535,2019-01-14,23020,2,30,10,2,R5,P,7.2,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212534,2019-01-14,23005,2,30,5,2,R5,P,42.91,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212533,2019-01-14,23015,2,30,5,2,R5,P,8.78,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212532,2019-01-14,22910,2,29,10,2,R5,D2,NA,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212531,2019-01-14,22920,2,29,10,2,R5,D2,16.55,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212530,2019-01-14,22905,2,29,5,2,R5,D2,NA,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212529,2019-01-14,22915,2,29,5,2,R5,D2,13.23,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212581,2019-01-14,24411,2,44,1,3,R5,D1,NA,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212619,2019-01-14,26205,2,62,5,4,R3,D2,NA,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212541,2019-01-14,23215,2,32,5,2,R5,H,NA,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212571,2019-01-14,24116,2,41,6,3,R5,D2,21.22,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212579,2019-01-14,24316,2,43,6,3,R5,H,13.72,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212540,2019-01-14,23110,2,31,10,2,R5,D1,31.07,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212556,2019-01-14,23406,2,34,6,3,R3,H,59.68,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212577,2019-01-14,24311,2,43,1,3,R5,H,11.49,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212576,2019-01-14,24206,2,42,6,3,R5,P,49.21,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212575,2019-01-14,24216,2,42,6,3,R5,P,16.51,-2 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212574,2019-01-14,24201,2,42,1,3,R5,P,NA,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212580,2019-01-14,24306,2,43,6,3,R5,H,27.33,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212572,2019-01-14,24106,2,41,6,3,R5,D2,28.38,-1 m,Startaar,2019,2018,Bar jord,2018 - 2019
219212578,2019-01-14,24301,2,43,1,3,R5,H,14.35,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212570,2019-01-14,24101,2,41,1,3,R5,D2,17.98,-1 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212569,2019-01-14,24111,2,41,1,3,R5,D2,7.24,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212568,2019-01-14,24006,2,40,6,3,R4,D1,41.51,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212559,2019-01-14,23601,2,36,1,3,R3,D2,38.55,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212557,2019-01-14,23501,2,35,1,3,R3,P,33.1,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212573,2019-01-14,24211,2,42,1,3,R5,P,10.99,-2 m,Startaar,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212558,2019-01-14,23506,2,35,6,3,R3,P,44.33,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212560,2019-01-14,23606,2,36,6,3,R3,D2,29.72,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212561,2019-01-14,23701,2,37,1,3,R4,D2,NA,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212562,2019-01-14,23706,2,37,6,3,R4,D2,31.53,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212564,2019-01-14,23806,2,38,6,3,R4,P,NA,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212565,2019-01-14,23901,2,39,1,3,R4,H,17.98,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212567,2019-01-14,24001,2,40,1,3,R4,D1,62.7,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
219212566,2019-01-14,23906,2,39,6,3,R4,H,39.83,-1 m,Vaarbyg/graes,2019,2018,Bar jord,2018 - 2019
219212563,2019-01-14,23801,2,38,1,3,R4,P,NA,-1 m,Vaarbyg/graes,2019,2018,Ukrudt+Spildf.,2018 - 2019
218212394,2018-12-14,21400,2,14,0,1,R3,D1,2.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212388,2018-12-14,22400,2,24,0,2,R3,H,0.2,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212389,2018-12-14,20900,2,9,0,1,R2,D2,14.4,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212390,2018-12-14,21000,2,10,0,1,R2,D1,12.3,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212391,2018-12-14,21100,2,11,0,1,R2,P,16.1,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212396,2018-12-14,21600,2,16,0,1,R3,D2,19.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212393,2018-12-14,21300,2,13,0,1,R3,H,5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212395,2018-12-14,21500,2,15,0,1,R3,P,24.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212398,2018-12-14,22600,2,26,0,2,R4,H,1.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212397,2018-12-14,22500,2,25,0,2,R4,P,3.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212392,2018-12-14,21200,2,12,0,1,R2,H,10.6,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212387,2018-12-14,22300,2,23,0,2,R3,D2,37.2,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212386,2018-12-14,22200,2,22,0,2,R3,D1,0.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212385,2018-12-14,22100,2,21,0,2,R3,P,4.2,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212384,2018-12-14,22000,2,20,0,2,R2,D2,19.5,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212383,2018-12-14,21900,2,19,0,2,R2,H,14.6,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212382,2018-12-14,21800,2,18,0,2,R2,P,16.1,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212381,2018-12-14,21700,2,17,0,2,R2,D1,18.5,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212380,2018-12-14,20800,2,8,0,1,R4,D1,5.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212379,2018-12-14,20700,2,7,0,1,R4,H,0.9,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212377,2018-12-14,20500,2,5,0,1,R4,D2,22.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212399,2018-12-14,22700,2,27,0,2,R4,D2,25.9,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212415,2018-12-14,24700,2,47,0,3,R2,P,19.7,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212378,2018-12-14,20600,2,6,0,1,R4,P,9,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212419,2018-12-14,25900,2,59,0,4,R2,P,16.7,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212413,2018-12-14,24500,2,45,0,3,R2,H,28,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212400,2018-12-14,22800,2,28,0,2,R4,D1,0.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212424,2018-12-14,26400,2,64,0,4,R3,P,8.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212423,2018-12-14,26300,2,63,0,4,R3,D1,NA,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212422,2018-12-14,26200,2,62,0,4,R3,D2,45.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212420,2018-12-14,26000,2,60,0,4,R2,D1,25.8,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212418,2018-12-14,25800,2,58,0,4,R2,H,10.9,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212417,2018-12-14,25700,2,57,0,4,R2,D2,14.8,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212416,2018-12-14,24800,2,48,0,3,R2,D2,19.5,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212414,2018-12-14,24600,2,46,0,3,R2,D1,14,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212412,2018-12-14,25200,2,52,0,4,R4,H,2.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212402,2018-12-14,23400,2,34,0,3,R3,H,3.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212421,2018-12-14,26100,2,61,0,4,R3,H,0.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212401,2018-12-14,23300,2,33,0,3,R3,D1,0.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212411,2018-12-14,25100,2,51,0,4,R4,D2,11.2,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212403,2018-12-14,23500,2,35,0,3,R3,P,3.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212404,2018-12-14,23600,2,36,0,3,R3,D2,35.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212405,2018-12-14,23700,2,37,0,3,R4,D2,78.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212406,2018-12-14,23800,2,38,0,3,R4,P,1.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212407,2018-12-14,23900,2,39,0,3,R4,H,1.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212408,2018-12-14,24000,2,40,0,3,R4,D1,3.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212409,2018-12-14,24900,2,49,0,4,R4,D1,6.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212410,2018-12-14,25000,2,50,0,4,R4,P,0.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212349,2018-11-30,22500,2,25,0,2,R4,P,4.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212341,2018-11-30,20900,2,9,0,1,R2,D2,16.9,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212342,2018-11-30,21000,2,10,0,1,R2,D1,12.3,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212343,2018-11-30,21100,2,11,0,1,R2,P,17.5,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212344,2018-11-30,21200,2,12,0,1,R2,H,14.3,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212345,2018-11-30,21300,2,13,0,1,R3,H,6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212346,2018-11-30,21400,2,14,0,1,R3,D1,4.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212350,2018-11-30,22600,2,26,0,2,R4,H,3.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212348,2018-11-30,21600,2,16,0,1,R3,D2,16.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212340,2018-11-30,22400,2,24,0,2,R3,H,0.2,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212351,2018-11-30,22700,2,27,0,2,R4,D2,10.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212347,2018-11-30,21500,2,15,0,1,R3,P,19,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212339,2018-11-30,22300,2,23,0,2,R3,D2,38.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212338,2018-11-30,22200,2,22,0,2,R3,D1,0.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212337,2018-11-30,22100,2,21,0,2,R3,P,5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212336,2018-11-30,22000,2,20,0,2,R2,D2,18,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212335,2018-11-30,21900,2,19,0,2,R2,H,13,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212334,2018-11-30,21800,2,18,0,2,R2,P,19.1,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212333,2018-11-30,21700,2,17,0,2,R2,D1,16.1,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212332,2018-11-30,20800,2,8,0,1,R4,D1,13.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212331,2018-11-30,20700,2,7,0,1,R4,H,1.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212330,2018-11-30,20600,2,6,0,1,R4,P,17.2,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212361,2018-11-30,24900,2,49,0,4,R4,D1,11.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212329,2018-11-30,20500,2,5,0,1,R4,D2,20.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212374,2018-11-30,26200,2,62,0,4,R3,D2,54,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212375,2018-11-30,26300,2,63,0,4,R3,D1,5.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212373,2018-11-30,26100,2,61,0,4,R3,H,0.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212372,2018-11-30,26000,2,60,0,4,R2,D1,30.9,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212371,2018-11-30,25900,2,59,0,4,R2,P,18.1,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212370,2018-11-30,25800,2,58,0,4,R2,H,10.4,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212369,2018-11-30,25700,2,57,0,4,R2,D2,17.4,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212368,2018-11-30,24800,2,48,0,3,R2,D2,18,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212367,2018-11-30,24700,2,47,0,3,R2,P,NA,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212366,2018-11-30,24600,2,46,0,3,R2,D1,11.2,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212365,2018-11-30,24500,2,45,0,3,R2,H,33,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212364,2018-11-30,25200,2,52,0,4,R4,H,8.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212356,2018-11-30,23600,2,36,0,3,R3,D2,24.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212352,2018-11-30,22800,2,28,0,2,R4,D1,2.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212363,2018-11-30,25100,2,51,0,4,R4,D2,18.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212355,2018-11-30,23500,2,35,0,3,R3,P,5.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212353,2018-11-30,23300,2,33,0,3,R3,D1,3.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212357,2018-11-30,23700,2,37,0,3,R4,D2,65.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212358,2018-11-30,23800,2,38,0,3,R4,P,4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212376,2018-11-30,26400,2,64,0,4,R3,P,14.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212360,2018-11-30,24000,2,40,0,3,R4,D1,6.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212359,2018-11-30,23900,2,39,0,3,R4,H,1.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212362,2018-11-30,25000,2,50,0,4,R4,P,1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212354,2018-11-30,23400,2,34,0,3,R3,H,5.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212294,2018-11-21,21000,2,10,0,1,R2,D1,10.6,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212295,2018-11-21,21100,2,11,0,1,R2,P,18,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212296,2018-11-21,21200,2,12,0,1,R2,H,14,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212297,2018-11-21,21300,2,13,0,1,R3,H,6.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212298,2018-11-21,21400,2,14,0,1,R3,D1,7.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212299,2018-11-21,21500,2,15,0,1,R3,P,17.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212300,2018-11-21,21600,2,16,0,1,R3,D2,14.5,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212293,2018-11-21,20900,2,9,0,1,R2,D2,19.4,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212302,2018-11-21,22600,2,26,0,2,R4,H,5.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212285,2018-11-21,21700,2,17,0,2,R2,D1,13.9,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212301,2018-11-21,22500,2,25,0,2,R4,P,4.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212292,2018-11-21,22400,2,24,0,2,R3,H,NA,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212291,2018-11-21,22300,2,23,0,2,R3,D2,NA,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212290,2018-11-21,22200,2,22,0,2,R3,D1,NA,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212289,2018-11-21,22100,2,21,0,2,R3,P,5.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212288,2018-11-21,22000,2,20,0,2,R2,D2,32.6,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212286,2018-11-21,21800,2,18,0,2,R2,P,7.3,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212284,2018-11-21,20800,2,8,0,1,R4,D1,12.4,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212283,2018-11-21,20700,2,7,0,1,R4,H,4.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212282,2018-11-21,20600,2,6,0,1,R4,P,15,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212304,2018-11-21,22800,2,28,0,2,R4,D1,4.9,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212305,2018-11-21,23300,2,33,0,3,R3,D1,10,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212287,2018-11-21,21900,2,19,0,2,R2,H,0.7,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212327,2018-11-21,26300,2,63,0,4,R3,D1,6.9,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212303,2018-11-21,22700,2,27,0,2,R4,D2,14.7,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212328,2018-11-21,26400,2,64,0,4,R3,P,40.3,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212281,2018-11-21,20500,2,5,0,1,R4,D2,16.6,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212326,2018-11-21,26200,2,62,0,4,R3,D2,51.1,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212325,2018-11-21,26100,2,61,0,4,R3,H,8.8,-1 m,Startaar,2018,2018,Ref./Efterafg.,2018 - 2019
218212324,2018-11-21,26000,2,60,0,4,R2,D1,27.8,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212323,2018-11-21,25900,2,59,0,4,R2,P,20.9,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212322,2018-11-21,25800,2,58,0,4,R2,H,9.3,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212321,2018-11-21,25700,2,57,0,4,R2,D2,15.1,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212320,2018-11-21,24800,2,48,0,3,R2,D2,17.8,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212319,2018-11-21,24700,2,47,0,3,R2,P,17.2,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
218212318,2018-11-21,24600,2,46,0,3,R2,D1,12.8,-1 m,Vinterrug,2018,2018,Ref./Efterafg.,2018 - 2019
